birthday,count
14/7/1997,18
9/8/1997,18
1/2/1997,18
5/3/1997,18
8/6/1997,18
17/4/1997,18
18/10/1997,18
30/2/1999,18
7/11/1997,18
3/12/1997,18
21/10/1997,18
12/7/1997,18
1/7/1997,18
8/11/1997,17
5/1/1997,17
29/7/1997,17
8/4/1997,17
1/1/1996,17
19/11/1997,17
9/11/1997,17
3/4/1997,17
20/3/1997,17
22/12/1997,17
30/11/1997,17
19/5/1997,17
26/11/1997,17
17/7/1997,17
21/12/1997,17
4/3/1997,17
3/5/1997,16
14/11/1997,16
13/6/1997,16
9/6/1997,16
19/7/1997,16
16/5/1997,16
6/6/1996,16
29/8/1997,16
6/8/1997,16
12/5/1997,16
6/10/1997,16
27/9/1997,16
5/4/1997,16
15/5/1997,16
16/8/1997,16
30/2/2000,16
4/2/1997,16
14/9/1997,16
25/4/1997,16
21/7/1997,16
13/5/1997,16
12/4/1997,16
16/6/1997,16
13/3/1997,16
27/11/1997,16
27/8/1997,16
1/3/1997,16
26/4/1997,15
24/6/1997,15
25/2/1997,15
28/2/1997,15
11/6/1997,15
16/2/1997,15
24/4/1997,15
6/11/1997,15
8/3/1997,15
2/6/1997,15
23/10/1997,15
9/1/1997,15
13/10/1997,15
4/8/1997,15
4/12/1997,15
28/6/1997,15
6/7/1997,15
5/11/1997,15
3/10/1997,15
12/8/1997,15
3/7/1997,15
17/2/1997,15
3/9/1997,15
25/6/1997,14
7/1/1997,14
13/7/1997,14
4/5/1997,14
9/5/1997,14
5/2/1997,14
15/9/1997,14
19/1/1997,14
8/7/1997,14
23/3/1997,14
9/4/1997,14
11/4/1997,14
13/8/1997,14
22/4/1997,14
23/11/1997,14
26/9/1997,14
5/7/1997,14
31/7/1997,14
31/2/2000,14
12/3/1997,14
23/2/1997,14
2/5/1997,14
28/8/1997,14
21/8/1997,13
31/11/2000,13
25/3/1997,13
2/7/1997,13
4/4/1997,13
29/9/1997,13
5/8/1997,13
22/9/1997,13
3/8/1997,13
3/2/1997,13
8/2/1997,13
11/11/1997,13
29/12/1997,13
8/5/1997,13
30/8/1997,13
18/5/1997,13
18/8/1997,13
12/6/1997,13
29/2/1998,13
17/1/1997,12
22/6/1997,12
13/11/1997,12
12/2/1997,12
20/5/1997,12
23/1/1997,12
29/3/1997,12
24/8/1997,12
2/4/1997,12
9/3/1997,12
14/2/1997,12
2/3/1997,12
19/3/1997,12
30/7/1997,12
19/2/1997,12
11/3/1997,12
25/7/1997,12
7/2/1997,12
14/1/1997,12
27/6/1997,12
9/2/1997,12
27/4/1997,12
11/7/1997,12
8/2/99,12
1/8/1997,12
28/4/1997,12
31/2/1998,12
19/6/1997,12
11/9/1997,11
22/10/1997,11
1/1/1111,11
18/6/1997,11
3/1/1997,11
25/5/1997,11
28/3/1997,11
29/6/1997,11
26/8/1997,11
13/2/1997,11
12/1/1997,11
12/9/1997,11
21/5/1997,11
7/5/1997,11
6/2/1997,11
2/12/1997,11
8/9/1997,11
24/3/1997,11
27/5/1997,11
30/3/1997,11
3/6/1997,11
1/1/1988,11
23/8/1997,11
16/1/1997,11
15/2/1997,10
23/7/1997,10
13/4/1997,10
18/7/1997,10
29/1/1997,10
20/11/1996,10
28/7/1997,10
11/2/1997,10
22/5/1997,10
31/11/1999,10
3/3/1997,10
4/1/1997,10
29/4/1997,10
29/11/1997,10
10/2/1996,10
18/3/1997,10
6/4/1997,10
9/7/1997,10
7/3/1997,10
11/1/1997,10
31/8/1997,10
24/1/1997,10
7/10/1997,10
,9
15/5/1996,9
27/1/1997,9
22/8/1997,9
21/6/1997,9
29/9/1994,9
28/5/1997,9
30/5/1997,9
23/3/1996,9
1/1/2015,9
11/5/1997,9
24/7/1997,9
16/3/1996,9
14/3/1997,9
26/2/1997,9
29/5/1997,9
22/1/1997,9
26/5/1997,9
20/4/1997,9
13/7/1996,9
10/11/1996,8
23/6/1997,8
21/3/1997,8
25/1/1997,8
12/7/1996,8
18/1/1997,8
24/5/1997,8
28/1/1997,8
5/10/1997,8
6/1/1997,8
8/1/1997,8
15/1/1997,8
7/6/1997,8
21/2/1997,8
30/6/1997,8
26/3/1997,8
4/7/1997,8
1/1/1995,8
21/1/1997,8
31/10/1997,8
17/5/1997,8
13/1/1997,8
9/10/1996,8
27/3/1997,8
4/6/1997,8
23/4/1997,8
23/5/1997,8
4/5/1996,8
11/8/1997,7
8/4/1996,7
20/10/1996,7
10/10/1996,7
30/1/1997,7
2/11/2015,7
23/9/1997,7
30/2/1998,7
24/11/1997,7
31/3/1997,7
22/2/1997,7
31/4/2000,7
12/10/1996,7
13/11/2015,6
6/9/1969,6
9/10/2015,6
26/11/1996,6
31/1/1997,6
2/9/1996,6
19/5/1996,6
7/4/1997,6
8/11/2015,6
7/8/1996,6
21/4/1997,6
20/9/1996,6
28/12/1996,6
31/11/1998,6
3/2/1996,6
17/11/98,6
13/3/1996,6
21/10/1996,6
18/11/1996,6
5/10/1996,6
26/1/1997,6
2/8/1996,6
30/9/1997,6
11/10/1995,6
22/11/1997,6
15/6/1996,6
19/12/1980,6
19/9/1996,6
27/9/1996,5
17/2/2015,5
27/11/2015,5
10/11/2015,5
7/10/1996,5
14/5/1996,5
7/8/2003,5
14/3/1996,5
27/3/1996,5
3/7/1996,5
24/9/1996,5
6/3/1996,5
3/4/1996,5
1/1/1,5
18/3/1996,5
28/9/1996,5
2/12/2015,5
12/10/1988,5
8/10/1996,5
25/6/1996,5
1/3/1996,5
3/6/1996,5
22/3/1997,5
2/1/1981,5
11/11/1996,5
10/7/1996,5
17/11/2015,5
14/5/1997,5
7/12/1996,5
1/5/1993,5
5/4/1996,5
13/11/1996,5
27/2/1997,5
15/7/1996,5
6/11/2015,5
10/10/1988,5
2/2/1996,5
29/12/1996,5
1/1/2001,5
2/5/1996,5
31/4/1998,5
24/4/1996,5
31/5/1997,5
31/9/1999,5
5/8/1996,5
15/8/1995,5
18/10/23,5
18/9/1996,5
31/9/2000,5
17/1/1996,5
14/4/1996,4
17/8/1996,4
9/11/1996,4
1/10/1,4
4/12/1996,4
13/8/1994,4
2/10/1995,4
20/1/1996,4
6/11/1996,4
22/6/1996,4
12/11/2015,4
2/2/2,4
17/8/2015,4
16/7/1996,4
1/1/1994,4
25/7/1996,4
25/5/1995,4
27/7/1996,4
19/11/1996,4
7/5/1996,4
8/7/1996,4
28/9/28,4
8/1/1996,4
1/1/1991,4
1/1/1987,4
10/1/1996,4
26/2/1996,4
1/2/1996,4
10/5/1996,4
3/11/1996,4
10/4/1996,4
1/2/2001,4
25/9/1996,4
26/12/1996,4
10/9/1996,4
12/6/1996,4
13/10/1994,4
8/8/1996,4
5/9/1995,4
20/6/1996,4
18/12/200,4
3/3/1996,4
22/3/1996,4
31/6/1998,4
7/3/1991,4
26/10/1996,4
12/2/1996,4
30/11/2015,4
14/7/1996,4
15/3/1996,4
1/1/200,4
30/11/1996,4
14/12/1996,4
2/9/2015,4
24/9/2015,4
16/1/1993,4
1/12/2015,4
8/3/8,4
19/7/19,4
19/11/2015,4
12/9/1996,4
24/2/1997,4
16/4/1996,4
12/5/1996,4
5/6/1996,4
19/12/1995,4
14/8/1996,4
10/4/1993,4
20/7/1996,4
15/1/1996,4
30/12/1994,4
6/12/1996,4
2/3/1996,4
10/10/1991,4
24/7/24,4
24/3/1996,4
22/7/1997,4
24/11/2015,4
1/6/1996,4
19/12/1993,4
16/12/1996,4
12/12/1996,4
18/2/1997,4
9/4/1996,4
6/2/1996,4
16/8/1996,4
24/5/1996,4
21/11/2002,4
1/1/2002,4
10/10/10,4
4/7/1995,4
15/11/1996,4
4/10/1996,4
21/4/1996,4
6/3/1995,4
24/8/1996,4
1/1/98,4
16/6/1996,4
2/11/1996,4
14/1/1996,4
1/3/2004,4
29/10/1996,4
7/9/1995,3
12/5/1995,3
31/2/0,3
20/8/1996,3
24/10/1994,3
26/6/1988,3
5/5/1985,3
1/1/1981,3
20/12/1995,3
12/8/1996,3
24/2/1996,3
5/9/2015,3
6/5/1996,3
10/5/10,3
18/10/2015,3
17/10/1984,3
19/2/1996,3
16/3/2001,3
27/9/1990,3
2/12/1996,3
24/7/1996,3
10/12/1996,3
20/8/1995,3
19/7/1990,3
4/4/1992,3
22/9/22,3
17/9/1996,3
23/10/1996,3
8/10/2015,3
3/1/1996,3
25/11/1995,3
24/9/2001,3
19/1/1996,3
24/11/1996,3
17/12/1996,3
5/12/2015,3
1/4/1,3
26/7/1996,3
16/12/1995,3
28/8/1996,3
26/6/1996,3
1/7/1996,3
8/5/1996,3
5/5/5,3
13/3/1990,3
16/2/1996,3
25/8/1996,3
9/3/1985,3
22/9/1996,3
10/10/1994,3
9/12/1996,3
3/6/3,3
1/4/98,3
13/8/1992,3
17/4/1996,3
22/1/1996,3
10/6/1995,3
8/3/1996,3
15/1/1995,3
30/12/1996,3
30/10/1995,3
12/4/1996,3
26/8/1996,3
14/9/1996,3
15/8/1996,3
10/3/2015,3
11/8/199,3
1/5/1995,3
16/11/1996,3
22/11/22,3
16/4/16,3
4/10/4,3
21/1/1993,3
5/5/1995,3
6/6/1994,3
3/3/1978,3
6/4/1994,3
1/1/1989,3
15/10/1996,3
12/2/1995,3
31/9/1998,3
19/11/1995,3
9/6/9,3
9/6/1991,3
28/10/1996,3
22/5/1994,3
5/11/5,3
12/7/1995,3
19/10/1995,3
2/1/1996,3
15/2/200,3
6/12/1995,3
30/10/200,3
3/4/199,3
28/11/1996,3
1/9/2015,3
20/1/1990,3
14/2/200,3
22/12/1996,3
15/9/1996,3
19/10/2002,3
1/10/1996,3
17/11/1989,3
10/3/1996,3
30/6/1996,3
19/9/1994,3
1/1/19999,3
24/10/1996,3
31/12/1996,3
17/6/1996,3
24/10/200,3
30/8/1988,3
19/2/2001,3
23/2/1996,3
15/9/2015,3
15/8/98,3
29/11/2015,3
20/3/1996,3
19/12/1996,3
21/10/1995,3
1/6/1995,3
17/11/1996,3
3/9/1996,3
9/8/1990,3
6/4/1995,3
13/12/1996,3
1/4/1996,3
1/11/1996,3
9/5/1996,3
27/4/2001,3
9/9/1996,3
26/5/1996,3
3/4/1993,3
16/3/99,3
27/10/1996,3
19/4/1996,3
11/9/1996,3
27/9/1995,3
2/3/2001,3
24/8/2015,3
5/12/99,3
12/9/12,3
15/6/1995,3
21/12/1996,3
1/1/1983,3
18/11/2001,3
1/1/1992,3
15/9/1995,3
17/6/2015,3
28/11/28,3
13/5/200,3
20/10/1995,3
6/10/1995,3
2/1/1995,3
3/10/1996,3
5/8/1995,3
11/7/2015,3
26/12/1993,3
4/9/1993,3
24/12/1996,3
29/8/1996,3
23/11/2015,3
14/11/2015,3
2/2/1989,3
16/10/1993,3
23/9/1996,3
5/4/5,3
2/2/1990,3
11/9/2005,3
18/8/1996,3
29/2/1997,3
5/5/1996,3
5/11/2015,3
9/8/1996,3
17/2/1996,3
8/8/1995,3
17/11/11,3
16/8/16,3
14/9/2015,3
7/7/1996,3
23/8/1996,3
16/11/1988,3
13/8/1996,3
3/1/1995,3
20/2/1996,3
24/10/1995,3
11/9/1995,3
16/9/1996,3
28/11/2015,3
27/11/27,3
3/8/2015,3
11/12/1993,3
18/8/1985,3
20/7/1984,3
2/2/2015,2
22/2/1987,2
2/6/1995,2
5/3/1996,2
15/7/2001,2
4/2/1996,2
1/10/1987,2
6/7/1996,2
15/11/2015,2
16/6/2015,2
12/12/12,2
12/6/1993,2
9/9/99,2
6/1/1994,2
12/8/1982,2
2/2/2002,2
21/6/2015,2
4/2/1994,2
21/9/2002,2
6/8/1990,2
15/2/1996,2
10/1/1994,2
12/4/2015,2
20/12/2015,2
28/6/1986,2
13/10/20000,2
18/12/1995,2
26/4/1996,2
15/6/2015,2
14/8/1995,2
5/11/2001,2
1/9/1,2
2/9/1994,2
24/9/19999,2
19/11/1970,2
14/12/2002,2
4/11/1996,2
11/10/200,2
13/8/2015,2
15/5/2,2
1/3/1,2
12/8/1988,2
14/5/200,2
1/2/200,2
4/6/4,2
1/1/199,2
18/7/1995,2
6/1/1992,2
18/7/2015,2
4/11/1994,2
17/12/2015,2
21/10/1993,2
8/12/1996,2
20/8/1984,2
17/6/17,2
15/10/19998,2
17/3/2013,2
16/8/1995,2
12/11/1996,2
21/7/1995,2
10/5/1995,2
26/11/20000,2
26/9/1994,2
18/11/1987,2
13/8/1991,2
3/4/1991,2
19/4/2015,2
1/1/2011,2
10/4/1991,2
30/3/1995,2
26/3/1996,2
31/5/1990,2
8/8/1985,2
8/10/8,2
28/3/20000,2
25/2/2,2
28/12/200,2
30/8/1993,2
2/2/1988,2
15/8/1993,2
7/1/2015,2
1/1/1969,2
27/12/27,2
23/10/23,2
20/5/1996,2
1/1/1911,2
15/10/2015,2
7/7/199,2
1/11/1994,2
29/5/1993,2
8/1/1995,2
19/11/1990,2
24/12/1987,2
3/3/1992,2
25/4/1,2
26/10/2015,2
30/10/2015,2
6/5/1994,2
7/10/7102000,2
19/12/99,2
7/7/1989,2
1/10/1993,2
9/10/2002,2
13/11/1993,2
24/1/20000,2
6/6/2015,2
25/3/25,2
11/8/2015,2
13/6/98,2
16/9/199,2
31/11/0,2
6/6/1977,2
4/5/19999,2
24/1/1996,2
25/7/199,2
18/2/2004,2
13/12/1990,2
31/7/1995,2
22/7/2001,2
2/11/200,2
1/10/1988,2
10/2/98,2
20/11/1995,2
23/9/1995,2
11/3/200,2
15/10/2001,2
13/9/13,2
7/9/2015,2
17/3/1983,2
12/2/2002,2
25/11/19999,2
29/7/2015,2
12/9/2015,2
12/12/2012,2
15/11/1993,2
5/1/1996,2
23/9/1994,2
6/2/2015,2
4/6/2015,2
31/4/1999,2
27/12/1995,2
6/9/1996,2
11/5/1993,2
4/1/4,2
17/3/2004,2
2/4/1994,2
16/3/2,2
22/3/200,2
10/11/1988,2
30/4/2015,2
11/3/1995,2
24/2/200,2
8/7/2015,2
1/10/1989,2
6/7/2003,2
25/4/1995,2
2/6/1994,2
10/11/1984,2
23/8/2001,2
20/2/1988,2
15/5/2002,2
4/4/200,2
10/10/1995,2
3/9/2002,2
7/3/1996,2
15/3/1995,2
11/2/2002,2
27/5/1996,2
19/5/19,2
11/10/1996,2
11/10/11,2
18/8/2003,2
12/12/200,2
3/2/1988,2
11/5/1995,2
15/6/15,2
15/12/200,2
10/10/2001,2
2/6/20000,2
1/8/20000,2
6/4/1996,2
30/3/2001,2
25/2/1995,2
12/4/1994,2
2/4/2009,2
7/2/1989,2
31/6/2000,2
20/7/2007,2
12/2/2001,2
11/11/2015,2
21/11/2015,2
17/5/1996,2
31/5/1996,2
22/4/1996,2
28/8/2015,2
17/3/1996,2
20/4/2,2
2/3/2,2
18/10/1987,2
8/3/2015,2
5/7/1996,2
22/11/2015,2
11/4/1992,2
19/2/200,2
23/9/2015,2
29/6/2015,2
17/10/1993,2
29/3/1996,2
16/12/2015,2
20/4/1996,2
4/10/1993,2
21/11/1996,2
4/4/1994,2
30/1/1996,2
21/9/21,2
25/2/1996,2
20/11/1978,2
13/10/13,2
16/10/1988,2
5/8/5,2
16/10/1996,2
23/2/2001,2
18/10/1980,2
6/6/2001,2
13/6/1996,2
21/8/1992,2
26/11/2015,2
13/9/1995,2
25/10/1996,2
18/11/1988,2
2/5/200,2
2/6/2,2
25/11/1988,2
9/6/1996,2
17/2/2,2
28/3/28,2
14/5/1990,2
19/11/1994,2
31/1/2015,2
20/6/20,2
9/9/2015,2
21/2/1987,2
26/10/26,2
20/7/1988,2
19/10/1996,2
21/5/1996,2
2/2/19999,2
18/1/1996,2
9/4/9,2
19/9/1989,2
17/7/1995,2
15/1/2001,2
8/7/1995,2
22/9/1985,2
11/11/1995,2
10/3/2001,2
18/7/1994,2
6/4/2015,2
17/9/1995,2
25/7/2001,2
5/10/2015,2
5/1/20000,2
17/11/1995,2
18/4/1996,2
8/3/20000,2
17/11/1994,2
19/2/2,2
6/6/1995,2
4/3/1990,2
26/2/1995,2
31/11/2015,2
18/5/1996,2
9/12/9,2
5/1/5,2
6/12/2015,2
8/9/200,2
16/7/20000,2
30/7/1996,2
10/12/2015,2
11/1/200,2
15/2/1990,2
3/8/1979,2
11/7/1996,2
31/5/1995,2
18/2/1996,2
30/11/1994,2
13/10/1969,2
1/6/1,2
16/6/1988,2
20/7/20,2
4/12/2,2
12/5/1994,2
19/10/1989,2
28/9/1995,2
14/8/14,2
4/4/1991,2
28/1/2001,2
20/11/200,2
10/10/1984,2
25/8/1995,2
12/3/1996,2
10/5/1992,2
14/5/2015,2
29/3/1994,2
8/12/8,2
19/8/2001,2
15/4/1994,2
5/6/1986,2
29/6/29,2
4/3/4,2
14/4/1984,2
10/7/1988,2
9/4/2015,2
25/5/1996,2
11/2/200,2
13/2/1996,2
9/6/2015,2
14/9/1992,2
25/3/20000,2
17/1/17,2
27/3/2001,2
16/1/1995,2
15/5/15,2
8/11/2001,2
2/9/1995,2
24/7/2003,2
26/9/26,2
28/9/1988,2
3/12/1996,2
17/3/1995,2
30/11/30,2
14/6/2015,2
8/9/1996,2
15/10/1994,2
4/8/1995,2
7/5/2004,2
12/12/2015,2
24/8/24,2
25/1/200,2
13/11/13,2
10/9/2015,2
25/12/2015,2
6/3/6,2
17/10/1995,2
8/2/2001,2
9/9/1994,2
4/10/2015,2
12/12/1995,2
10/6/1996,2
25/12/1994,2
16/3/20000,2
23/7/1996,2
3/11/2015,2
18/7/1996,2
9/2/99,2
3/3/1994,2
27/8/2015,2
30/4/1983,2
8/11/1994,2
5/11/1994,2
25/12/1996,2
26/3/1993,2
28/9/1992,2
16/1/1996,2
26/3/2015,2
5/2/5,2
1/1/1984,2
4/8/2015,2
24/9/24,2
13/9/1994,2
14/10/2015,2
7/3/1988,2
10/3/1995,2
11/12/11,2
20/2/199,2
20/12/1996,2
23/12/1996,2
10/4/1990,2
27/12/1996,2
28/2/200,2
19/8/1995,2
28/1/1996,2
19/1/1995,2
11/5/2015,2
5/1/1988,2
10/8/1988,2
20/1/1984,2
19/2/19,2
6/10/2015,2
13/4/1996,2
17/9/2001,2
9/10/200,2
19/8/19,2
24/6/2015,2
2/2/1995,2
17/2/1988,2
18/11/1991,2
17/9/1989,2
4/9/1994,2
25/9/2015,2
2/5/1995,2
10/4/1982,2
16/11/2015,2
1/1/2009,2
4/4/1996,2
11/8/1996,2
5/9/200,2
15/12/1996,2
17/7/1996,2
30/11/99,2
14/2/14,2
12/2/12,2
8/10/1995,2
11/1/1992,2
28/2/1993,2
4/8/1996,2
26/9/2015,2
22/10/1996,2
4/11/1995,2
27/7/200,2
17/9/2015,2
5/5/1989,2
8/3/2,2
4/5/1995,2
30/8/1996,2
9/3/2,2
19/3/1996,2
20/10/1987,2
9/4/2001,2
15/4/1996,2
5/12/1996,2
21/4/1995,2
22/5/5,2
13/7/200,2
18/10/1995,2
11/7/2001,2
2/9/2,2
23/1/1996,2
17/11/1988,2
28/11/1995,2
9/7/1996,2
29/9/1995,2
9/8/1995,2
28/1/2015,2
1/9/1996,2
18/1/2001,2
1/8/1,2
27/12/1992,2
13/1/200,2
16/4/2001,2
22/8/1996,2
13/11/1968,2
26/1/1996,2
12/10/99,2
25/10/2015,2
2/1/1990,2
8/2/2004,2
10/4/1995,2
27/9/2015,2
19/11/1980,2
25/1/69,2
11/12/1995,2
29/7/1995,2
16/9/2015,2
8/6/1988,2
11/12/1996,2
15/4/200,2
4/7/1991,1
31/3/1996,1
16/1/1988,1
11/4/2005,1
15/9/2,1
28/2/2015,1
14/3/1981,1
15/4/1961,1
19/7/19072000,1
15/1/15,1
18/8/1990,1
13/12/2012,1
25/10/97,1
23/11/1992,1
28/4/2001,1
26/6/26062000,1
21/12/3195871,1
17/10/1922,1
9/8/2001,1
3/10/1985,1
7/6/2015,1
19/10/1980,1
29/2/29,1
1/10/2015,1
29/9/29,1
14/5/1991,1
18/3/200,1
16/11/1960,1
20/5/200,1
2/2/199,1
12/11/2008,1
27/7/1993,1
19/11/1889,1
13/4/200,1
19/10/1988,1
1/6/1980,1
1/1/10,1
12/3/1990,1
1/8/1964,1
18/9/1995,1
18/5/1995,1
7/1/199,1
15/4/2008,1
27/12/199726451818,1
16/5/1978,1
28/7/2015,1
13/12/1988,1
29/6/1982,1
12/9/1990,1
6/4/1983,1
29/12/2015,1
14/5/199,1
17/7/199,1
13/7/3216456,1
1/9/2013,1
2/8/1989,1
12/4/1987,1
20/1/1974,1
28/9/2015,1
23/7/2015,1
9/7/1992,1
10/3/2004,1
20/5/2008,1
20/5/2004,1
5/2/2003,1
7/8/19998,1
25/4/25,1
12/4/2012,1
17/4/1704,1
22/10/1988,1
4/12/200,1
16/6/200,1
29/11/1991,1
18/12/19980,1
12/10/1994,1
14/12/200,1
17/3/1990,1
27/8/1986,1
7/10/20000,1
11/6/1234,1
28/9/1990,1
15/10/1988,1
26/10/1992,1
10/10/2011,1
12/1/2010,1
3/3/1985,1
22/6/2,1
23/6/1995,1
9/3/1988,1
16/7/1198,1
20/7/19993,1
11/10/2,1
16/2/1000,1
2/1/191966992,1
14/1/14,1
24/11/1995,1
25/3/2002,1
20/5/1977,1
28/8/99,1
24/2/199,1
17/10/17,1
24/9/1992,1
4/6/1994,1
6/9/6996,1
3/5/2009,1
7/11/99,1
1/2/1987,1
13/11/1991,1
31/8/1994,1
1/8/8,1
17/9/1988,1
26/2/1994,1
29/6/2002,1
6/11/2003,1
7/8/1980,1
31/1/1989,1
7/7/2002,1
2/7/1993,1
11/11/19999,1
21/3/1978,1
8/8/1992,1
16/11/7655656,1
20/12/1984,1
10/2/200,1
30/9/30,1
11/3/1973,1
25/11/2,1
22/10/2004,1
2/6/1969,1
13/4/1995,1
24/1/1,1
14/2/1991,1
17/4/1985,1
22/9/1994,1
4/12/1987,1
18/8/1983,1
25/7/12000,1
18/11/18,1
17/1/2014,1
10/11/1994,1
10/4/1989,1
16/7/16,1
29/10/2015,1
27/7/2002,1
17/2/1989,1
29/9/2,1
16/3/2015,1
15/3/1988,1
10/7/2015,1
5/8/20001,1
19/9/2001,1
18/8/2001,1
2/7/2001,1
30/11/199,1
7/10/7,1
6/7/19995,1
20/11/1977,1
9/1/99,1
19/9/19,1
8/6/2015,1
29/1/1996,1
25/4/2015,1
9/5/9,1
17/5/20000,1
4/1/1993,1
16/12/2007,1
24/12/2015,1
16/3/2002,1
6/9/1968,1
21/6/21,1
29/12/20000,1
10/7/10,1
18/9/1234,1
27/3/1994,1
19/9/1990,1
16/5/199,1
1/7/1985,1
19/11/11936,1
22/11/19998,1
15/3/2005,1
17/12/1995,1
16/10/1980,1
31/9/1997,1
3/5/1969,1
14/11/1996,1
22/5/2003,1
19/12/199,1
25/9/1988,1
2/12/1960,1
9/6/2,1
14/2/1994,1
18/8/998,1
28/7/1986,1
29/2/1992,1
25/3/1996,1
20/9/998,1
12/5/20000,1
10/9/2009,1
24/5/1998012,1
20/12/2001,1
5/3/1988,1
20/9/2004,1
16/2/2015,1
8/7/1998265,1
11/3/2015,1
28/2/1988,1
29/3/1986,1
19/11/2001,1
19/4/2005,1
30/11/123456,1
29/7/29,1
17/1/2001,1
30/6/1982,1
7/5/1989,1
10/12/10,1
6/6/1986,1
18/11/1995,1
3/5/20000,1
19/3/19981900,1
6/2/98,1
2/2/1994,1
20/4/99,1
24/4/2015,1
31/2/1990,1
7/11/1993,1
2/12/98,1
2/1/1987,1
27/3/19999,1
10/4/4999,1
17/7/2001,1
16/1/2998,1
5/11/1996,1
18/10/1254,1
5/11/1991,1
1/9/1980,1
30/4/2001,1
27/11/1994,1
3/11/1988,1
20/7/1992,1
1/11/1987,1
13/11/1988,1
20/10/1993,1
3/2/1989,1
18/3/19980,1
29/1/19999,1
20/2/1197,1
26/1/97,1
16/10/56478,1
1/6/1993,1
25/5/25,1
6/2/1995,1
1/6/1984,1
18/1/2069,1
18/2/1995,1
13/11/1995,1
1/3/2001,1
18/12/2007,1
16/9/1983,1
30/7/19998,1
12/12/2002,1
29/12/199701737,1
1/2/1994,1
6/7/157,1
21/9/1995,1
1/11/98,1
22/10/2006,1
25/6/199,1
31/2/1993,1
14/2/1846,1
15/6/199,1
13/7/20000,1
16/9/1987,1
24/1/2004,1
27/3/27,1
3/2/200,1
27/6/1995,1
6/3/2001,1
15/7/2005,1
26/1/1988,1
1/7/19998,1
16/12/2002,1
18/8/1984,1
11/6/1995,1
16/3/19998,1
29/10/29,1
1/1/20000,1
20/12/199,1
3/5/1996,1
20/10/2004,1
8/11/1996,1
6/6/98,1
4/8/97,1
23/5/2009,1
18/10/20000,1
10/1/1234,1
5/7/1993,1
17/12/1988,1
7/8/20,1
25/3/1990,1
28/11/1989,1
27/7/199,1
27/11/1996,1
15/11/2002,1
27/6/200001655344621,1
8/2/200,1
17/12/1889,1
10/4/199,1
19/12/19,1
8/10/2001,1
25/11/2002,1
13/12/1010,1
15/7/1995,1
28/8/1629098370,1
4/4/19999,1
22/1/1197,1
18/10/2001,1
22/4/1982,1
16/9/19999,1
2/9/332000,1
23/5/1988,1
26/3/98,1
26/11/2001,1
25/1/10,1
2/8/1995,1
18/6/1995,1
4/11/1991,1
20/10/200,1
16/1/1,1
19/12/2115,1
26/3/1989,1
20/4/1985,1
15/7/15,1
31/7/2001,1
25/5/2,1
12/9/1987,1
22/2/2013,1
27/10/1989,1
6/11/20000,1
20/3/203,1
9/2/9,1
5/6/1911,1
14/6/1995,1
5/10/98,1
6/5/1,1
28/8/1995,1
30/4/2002,1
23/3/23,1
5/5/1990,1
26/11/1988,1
20/10/20,1
10/10/2015,1
3/6/200,1
6/2/2001,1
4/11/4,1
12/2/1989,1
20/8/9865321467,1
14/4/1995,1
29/5/1990,1
23/8/23,1
5/1/1,1
2/6/1987,1
12/2/1,1
31/10/1993,1
28/4/200,1
17/6/1234,1
28/1/20003819,1
10/7/19999,1
23/4/23,1
18/3/19984,1
18/12/99,1
31/10/31,1
21/7/1996,1
20/11/20,1
27/11/12,1
1/1/2,1
5/7/5,1
2/9/1983,1
7/7/1978,1
28/11/1993,1
27/9/20000,1
16/10/2001,1
30/3/30031998,1
18/10/1996,1
18/2/18,1
24/1/1995,1
4/1/1995,1
17/6/2005,1
23/11/2011,1
21/10/19998,1
17/1/2015,1
3/7/1989,1
29/5/1994,1
16/9/1989,1
15/6/1993,1
20/2/200,1
18/3/20000,1
28/10/111999,1
18/1/2002,1
22/1/20000,1
28/2/28,1
9/10/1977,1
14/11/1854,1
24/11/18,1
17/7/2555,1
3/8/1990,1
29/11/1996,1
21/1/1949,1
19/2/1995,1
1/2/1978,1
13/4/99,1
22/5/2001,1
3/4/1989,1
22/5/1978,1
14/5/1993,1
17/11/19999,1
8/2/1900,1
16/3/12324,1
26/11/1994,1
5/9/20000,1
15/10/10,1
7/6/1977,1
6/3/2015,1
10/10/2003,1
21/4/1985,1
6/10/1989,1
21/7/199,1
3/1/1990,1
15/4/20000,1
2/10/1996,1
13/7/1995,1
12/3/1995,1
18/6/1996,1
17/8/1994,1
28/9/2,1
23/9/1982,1
5/8/1989,1
13/1/1988,1
8/8/1994,1
10/1/2015,1
6/3/200,1
7/4/1995,1
16/9/1988,1
20/5/1988,1
6/6/1985,1
24/2/1986,1
15/8/2015,1
16/5/1996,1
30/7/30,1
31/1/1980,1
18/9/97,1
25/10/2010,1
21/9/1,1
27/9/1994,1
19/3/20000,1
26/4/1993,1
18/3/2015,1
19/5/1992,1
18/6/2,1
11/2/20000,1
19/6/1198,1
25/2/1987,1
23/4/2003,1
13/12/2069,1
8/9/2015,1
21/4/1991,1
17/8/17,1
1/11/2001,1
1/10/1995,1
10/10/1985,1
12/7/1998164,1
30/12/1995,1
10/11/2009,1
17/7/1982,1
26/5/26,1
25/2/2003,1
8/11/1986,1
16/2/1995,1
25/8/25,1
30/10/1975,1
28/1/1988,1
15/2/998,1
30/9/99,1
